제품,제품특성
B002-00894-00142,"성별:남녀공용 몸무게(키즈):16kg 타입:팬티형 단계:5단계 사이즈:특대형 기능:오줌 알림선 기능:원터치 매직테이프 기능:늘어나는 매직밴드 기능:샘방지 밴드 출시:2023년형 :44매, 성별:남녀공용 몸무게(키즈):19kg 타입:팬티형 단계:6단계 사이즈:점보형 기능:오줌 알림선 기능:원터치 매직테이프 기능:늘어나는 매직밴드 기능:샘방지 밴드 출시:2023년형 :37매, 성별:남녀공용 몸무게(키즈):13kg 타입:팬티형 단계:4단계 사이즈:특대형 기능:오줌 알림선 기능:원터치 매직테이프 기능:늘어나는 매직밴드 기능:샘방지 밴드 출시:2023년형 :52매, 성별:남녀공용 몸무게(키즈):8kg 타입:밴드형 단계:2단계 사이즈:소형 기능:오줌 알림선 기능:늘어나는 매직밴드 기능:샘방지 안심포켓 기능:샘방지 밴드 출시:2023년형 :56매, 성별:남녀공용 몸무게(키즈):10kg 타입:밴드형 단계:3단계 사이즈:중형 기능:오줌 알림선 기능:늘어나는 매직밴드 기능:샘방지 안심포켓 기능:샘방지 밴드 출시:2023년형 :68매, 성별:남녀공용 몸무게(키즈):26kg 타입:팬티형 단계:7단계 사이즈:특점보형 기능:오줌 알림선 기능:원터치 매직테이프 기능:늘어나는 매직밴드 기능:샘방지 밴드 출시:2023년형 :34매, 성별:남녀공용 몸무게(키즈):13kg 타입:밴드형 단계:4단계 사이즈:대형 기능:오줌 알림선 기능:늘어나는 매직밴드 기능:샘방지 안심포켓 기능:샘방지 밴드 출시:2023년형 :56매, 성별:남녀공용 몸무게(키즈):10kg 타입:팬티형 단계:3단계 사이즈:중형 기능:오줌 알림선 기능:원터치 매직테이프 기능:늘어나는 매직밴드 기능:샘방지 밴드 출시:2023년형 :64매, 성별:남녀공용 몸무게(키즈):8kg 타입:밴드형 단계:2단계 사이즈:소형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:샘방지 안심포켓 기능:샘방지 밴드 출시:2022년형 :80매, 성별:남녀공용 몸무게(키즈):13kg 타입:팬티형 단계:4단계 사이즈:대형 기능:오줌 알림선 기능:통기성 에어커버 기능:원터치 매직테이프 기능:늘어나는 매직밴드 기능:샘방지 밴드 출시:2022년형 :52매, 성별:남녀공용 몸무게(키즈):16kg 타입:밴드형 단계:5단계 사이즈:특대형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:샘방지 안심포켓 기능:샘방지 밴드 출시:2022년형 :48매, 성별:남녀공용 몸무게(키즈):19kg 타입:팬티형 단계:6단계 사이즈:점보형 기능:오줌 알림선 기능:통기성 에어커버 기능:원터치 매직테이프 기능:늘어나는 매직밴드 기능:샘방지 밴드 출시:2022년형 :37매, 성별:남녀공용 몸무게(키즈):10kg 타입:팬티형 단계:3단계 사이즈:중형 기능:오줌 알림선 기능:통기성 에어커버 기능:원터치 매직테이프 기능:늘어나는 매직밴드 기능:샘방지 밴드 출시:2022년형 :72매, 성별:남녀공용 몸무게(키즈):10kg 타입:밴드형 단계:3단계 사이즈:중형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:샘방지 안심포켓 기능:샘방지 밴드 출시:2022년형 :66매, 성별:남녀공용 몸무게(키즈):16kg 타입:팬티형 단계:5단계 사이즈:특대형 기능:오줌 알림선 기능:통기성 에어커버 기능:원터치 매직테이프 기능:늘어나는 매직밴드 기능:샘방지 밴드 출시:2022년형 :46매, 성별:남녀공용 몸무게(키즈):8kg 타입:팬티형 단계:2단계 사이즈:소형 기능:오줌 알림선 기능:통기성 에어커버 기능:원터치 매직테이프 기능:늘어나는 매직밴드 기능:샘방지 밴드 출시:2022년형 :84매, 성별:남녀공용 몸무게(키즈):13kg 타입:밴드형 단계:4단계 사이즈:대형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:샘방지 안심포켓 기능:샘방지 밴드 출시:2022년형 :56매, 성별:남녀공용 몸무게(키즈):18kg 타입:팬티형 단계:5단계 사이즈:특대형 기능:오줌 알림선 기능:원터치 매직테이프 기능:뒤처리테이프 출시:2021년형 :80매, 성별:남녀선택 몸무게(키즈):14kg 타입:팬티형 단계:4단계 사이즈:대형 기능:오줌 알림선 기능:원터치 매직테이프 기능:샘방지 밴드 출시:2020년형 :32매, 성별:남녀선택 몸무게(키즈):17kg 타입:팬티형 단계:6단계 사이즈:점보형 기능:오줌 알림선 기능:원터치 매직테이프 기능:샘방지 밴드 출시:2020년형 :204매, 성별:남녀공용 몸무게(키즈):24kg 타입:팬티형 단계:7단계 사이즈:특점보형 기능:오줌 알림선 기능:통기성 에어커버 기능:원터치 매직테이프 기능:늘어나는 매직밴드 기능:샘방지 밴드 출시:2022년형 :34매, 성별:남녀선택 몸무게(키즈):18kg 타입:팬티형 단계:5단계 사이즈:특대형 기능:오줌 알림선 기능:원터치 매직테이프 기능:샘방지 밴드 출시:2020년형 :81매, 성별:남녀공용 몸무게(키즈):18kg 타입:팬티형 단계:5단계 사이즈:특대형 기능:오줌 알림선 기능:원터치 매직테이프 기능:샘방지 밴드 기능:뒤처리테이프 출시:2020년형 :90매, 성별:남녀공용 몸무게(키즈):8kg 타입:밴드형 단계:2단계 사이즈:소형 기능:오줌 알림선 기능:늘어나는 매직밴드 기능:샘방지 안심포켓 출시:2021년형 :80매, 성별:남녀공용 몸무게(키즈):18kg 타입:팬티형 단계:5단계 사이즈:특대형 기능:원터치 매직테이프 기능:샘방지 밴드 기능:3중 흡수층 :30매, 성별:남녀공용 몸무게(키즈):14kg 타입:팬티형 단계:4단계 사이즈:대형 기능:원터치 매직테이프 기능:샘방지 밴드 기능:3중 흡수층 :30매, 성별:남녀공용 몸무게(키즈):14kg 타입:팬티형 단계:4단계 사이즈:대형 기능:오줌 알림선 기능:원터치 매직테이프 출시:2021년형, 성별:남녀공용 몸무게(키즈):14kg 단계:4단계 사이즈:대형 기능:오줌 알림선 기능:원터치 매직테이프 기능:샘방지 밴드 기능:뒤처리테이프 출시:2020년형 3단계 중형 공용"
B002-02646-00019,"성별:남녀공용 몸무게(키즈):17kg 타입:팬티형 단계:6단계 사이즈:점보형 기능:오줌 알림선 기능:늘어나는 매직밴드 기능:샘방지 밴드 기능:뒤처리테이프 출시:2019년형 :144매, 성별:남녀공용 몸무게(키즈):13kg 타입:팬티형 단계:4단계 사이즈:대형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:뒤처리테이프 출시:2022년형 :26매, 성별:남녀공용 몸무게(키즈):20kg 타입:팬티형 단계:7단계 사이즈:특점보형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:뒤처리테이프 출시:2022년형 :20매, 성별:남녀공용 몸무게(키즈):16kg 타입:팬티형 단계:5단계 사이즈:특대형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:뒤처리테이프 출시:2022년형 :26매, 성별:남녀공용 몸무게(키즈):13kg 타입:팬티형 단계:4단계 사이즈:대형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:뒤처리테이프 출시:2022년형 :30매 "
B002-03293-00043,"포장형태:펌프형 특징:피부진정 특징:수분공급 용량:300ml :1개, 포장형태:튜브형 특징:피부진정 특징:수분공급 특징:영양공급 무첨가:저자극 용량:200ml :1개 200ml"
B002-03344-00026,포장형태:스틱형 특징:피부진정 특징:수분공급 특징:영양공급 무첨가:오일프리 무첨가:저자극 용량:16g :1개 14g
B002-00483-00001,"포장형태:튜브형 특징:수분공급 특징:영양공급 특징:피부장벽강화 무첨가:무알코올 무첨가:무파라벤 무첨가:무방부제 무첨가:저자극 용량:200ml :1개, 포장형태:용기형 무첨가:저자극 용량:50ml :1개, 포장형태:용기형 특징:피부진정 무첨가:저자극 용량:50ml :1개, 포장형태:용기형 특징:피부진정 특징:수분공급 용량:50g :1개, 포장형태:용기형 특징:피부진정 특징:수분공급 무첨가:무색소 무첨가:무파라벤 무첨가:저자극 무첨가:무설페이트 용량:70ml :1개, 포장형태:튜브형 특징:피부진정 특징:수분공급 특징:피부장벽강화 무첨가:저자극 용량:80ml :1개 200g"
B002-02919-00001,"포장형태:펌프형 특징:피부진정 특징:수분공급 무첨가:무색소 무첨가:무방부제 무첨가:무인공향료 무첨가:저자극 용량:250ml :1개, 세트구성:바디클렌저 세트구성:바디로션 주요제품특징:향 주요제품특징:촉촉함(수분공급) :1개, 세트수량:3종세트 250ml"
B002-02585-00034,포장형태:펌프형 특징:수분공급 특징:영양공급 용량:300ml :1개 300ml
B002-00457-00001,"포장형태:펌프형 특징:수분공급 특징:영양공급 특징:피부장벽강화 무첨가:무색소 무첨가:무파라벤 무첨가:저자극 무첨가:무설페이트 용량:300ml :1개, 포장형태:펌프형 특징:피부진정 특징:수분공급 무첨가:무색소 무첨가:무파라벤 무첨가:저자극 무첨가:무설페이트 용량:300ml :1개 300ml"
B002-03315-00045,"포장형태:펌프형 특징:피부진정 특징:수분공급 특징:피부장벽강화 무첨가:무파라벤 용량:230ml :1개, 포장형태:튜브형 특징:피부진정 특징:수분공급 무첨가:무색소 무첨가:무파라벤 무첨가:무설페이트 용량:150ml :1개 230ml"
B002-02825-00002,포장형태:튜브형 특징:수분공급 특징:영양공급 용량:160g :1개 160g
B002-02846-00033,"용량:450ml 구성:캡리필 제품형태:거품형 :1개, 용량:450ml 구성:캡리필 제품형태:거품형 :1개, 용량:450ml 구성:캡리필 제품형태:거품형 :1개, 용량:450ml 구성:리필 제품형태:거품형 :1개, 용량:200ml 구성:캡리필 제품형태:거품형 :1개, 용량:1040ml 구성:본품+리필 제품형태:거품형 :1개, 용량:720ml 구성:본품+리필 제품형태:거품형 450ml"
B002-00067-00044,"제품종류:유아바디&샴푸 포장형태:펌프형 무첨가:무인공향료 무첨가:저자극 무첨가:무설페이트 용량:500ml :1개, 제품종류:유아바디&샴푸 포장형태:펌프형 특징:피부진정 특징:수분공급 무첨가:무색소 무첨가:무알코올 무첨가:무파라벤 무첨가:티어프리 무첨가:저자극 용량:270ml(g) :1개, 제품종류:유아바디&샴푸 포장형태:펌프형 특징:피부진정 특징:수분공급 무첨가:무색소 무첨가:무알코올 무첨가:무파라벤 무첨가:저자극 용량:245ml :1개, 제품종류:유아바디워시 포장형태:펌프형 특징:피부진정 특징:수분공급 특징:피부장벽강화 무첨가:무색소 무첨가:저자극 무첨가:무향 용량:280ml :1개, 제품종류:유아바디워시 특징:수분공급 특징:영양공급 무첨가:무색소 무첨가:무파라벤 무첨가:무방부제 무첨가:저자극 무첨가:무설페이트 무첨가:무벤조페논 용량:300ml :1개, 제품종류:유아바디워시 포장형태:펌프형 용량:300ml(g) :1개, 제품종류:유아바디&샴푸 포장형태:펌프형 특징:피부진정 특징:수분공급 특징:피부장벽강화 무첨가:무색소 무첨가:무알코올 무첨가:무파라벤 무첨가:무방부제 무첨가:저자극 무첨가:무설페이트 무첨가:무벤조페논 용량:350ml :1개 350ml"
B002-03293-00045,제품종류:유아바디워시 포장형태:펌프형 특징:피부진정 특징:수분공급 무첨가:저자극 용량:460ml :1개 380ml
B002-02451-00011,제품종류:유아바디워시 포장형태:펌프형 특징:영양공급 무첨가:무설페이트 용량:500ml :1개 500ml
B002-03315-00047,"제품종류:유아샴푸 포장형태:펌프형 특징:수분공급 특징:영양공급 무첨가:무색소 무첨가:무파라벤 용량:500ml :1개, 제품종류:유아바디워시 포장형태:펌프형 특징:수분공급 용량:500ml :1개, 제품종류:유아바디워시 포장형태:펌프형 특징:수분공급 무첨가:무색소 무첨가:무파라벤 무첨가:무설페이트 용량:300ml :1개 300ml"
B002-03315-00048,"제품종류:유아바디워시 포장형태:펌프형 특징:수분공급 용량:500ml :1개, 제품종류:유아바디워시 포장형태:펌프형 특징:수분공급 무첨가:무색소 무첨가:무파라벤 무첨가:무설페이트 용량:300ml :1개, 제품종류:유아샴푸 포장형태:펌프형 특징:수분공급 특징:영양공급 무첨가:무색소 무첨가:무파라벤 용량:500ml :1개, 포장형태:용기형 특징:수분공급 특징:영양공급 무첨가:무색소 무첨가:무파라벤 무첨가:무설페이트 용량:300g :1개, 포장형태:캡형 특징:수분공급 무첨가:무색소 무첨가:무파라벤 무첨가:저자극 용량:260ml :2개 300ml"
B002-03152-00001,"종류:유아선크림 PA지수:PA+++ 자외선차단지수:SPF43 포장형태:쿠션형 특징:피부진정 특징:수분공급 무첨가:저자극 용량:15g :1개, 세트수량:2종세트 특징:피부진정 특징:수분공급 특징:영양공급 무첨가:저자극 무첨가:무향 15g"
B002-01950-00047,구성:본품 용량:13L :1개 13L
B002-03345-00010,"형태:가루형 구성:본품 용량:1000g 용도:드럼세탁겸용 무첨가:무CMIT,MIT :1개, 형태:가루형 구성:본품+리필 용량:1726g 용도:드럼세탁겸용 무첨가:고농축 무첨가:무CMIT,MIT :1개, 형태:가루형 구성:본품+리필 용량:1726g 용도:드럼세탁겸용 무첨가:고농축 무첨가:무CMIT,MIT :1개, 형태:가루형 구성:리필 용량:726g 용도:드럼세탁겸용 무첨가:고농축 무첨가:무CMIT,MIT :1개, 형태:가루형 구성:본품+리필 용량:1626g 무첨가:무형광증백제 무첨가:무인산염 무첨가:항균효과 무첨가:피부저자극 :1개 900g +"
B002-01570-00004,"형태:캡슐형 구성:본품 용량:450g 용도:드럼세탁겸용 무첨가:무형광증백제 무첨가:무인산염 무첨가:고농축 무첨가:무CMIT,MIT 무첨가:무파라벤 :1개 15g x 30개입"
B002-03675-00005,형태:액상형 구성:본품 용량:2800ml 용도:드럼세탁겸용 무첨가:무형광증백제 무첨가:무색소 무첨가:무방부제 무첨가:무중금속 무첨가:항균효과 무첨가:피부저자극 무첨가:정전기방지 :1개 2.8L
B002-03137-00005,"무첨가:무계면활성제 무첨가:무색소 무첨가:무방부제 무첨가:무설탕 무첨가:무파라벤 무첨가:무CMIT/MIT 무첨가:무트리클로산 효과:충치예방 효과:구취제거 효과:프라그제거 효과:미백 최소연령:6세 용기형태:튜브형 향:민트향 제품형태:일반형 사용연령:6~12세 :1개, 무첨가:무계면활성제 무첨가:무색소 무첨가:무방부제 무첨가:무설탕 무첨가:무파라벤 무첨가:무CMIT/MIT 무첨가:무트리클로산 효과:충치예방 효과:잇몸질환예방 효과:구취제거 효과:프라그제거 효과:미백 최소연령:기타 용기형태:튜브형 향:딸기향(베리향) 제품형태:일반형 :1개, 무첨가:무계면활성제 무첨가:무색소 무첨가:무방부제 무첨가:무CMIT/MIT 무첨가:무트리클로산 효과:충치예방 효과:잇몸질환예방 효과:구취제거 효과:미백 용기형태:튜브형 향:기타 제품형태:일반형 :1개, 무첨가:무계면활성제 무첨가:무불소 무첨가:무색소 무첨가:무방부제 무첨가:무설탕 무첨가:무파라벤 무첨가:무CMIT/MIT 무첨가:무트리클로산 효과:충치예방 효과:구취제거 효과:미백 최소연령:기타 용기형태:튜브형 향:딸기향(베리향) 제품형태:일반형 :1개, 무첨가:무계면활성제 무첨가:무불소 무첨가:무색소 무첨가:무방부제 무첨가:무CMIT/MIT 무첨가:무트리클로산 효과:충치예방 :6개, 무첨가:무계면활성제 무첨가:무색소 무첨가:무방부제 무첨가:무CMIT/MIT 무첨가:무트리클로산 효과:충치예방 효과:구취제거 효과:미백 :6개 3단계 60g"
B002-02944-00003,종류:어린이칫솔 칫솔모타입:부드러운모 사용연령:3~8세 :6개 
B002-02754-00006,무첨가:무색소 무첨가:무설탕 무첨가:무파라벤 효과:충치예방 최소연령:기타 용기형태:튜브형 향:딸기향(베리향) 제품형태:일반형 :1개 90g x 10개 + 포도향 90g x 10개
B002-02283-00030,"형태:분말 급여방법:사료,간식에 섞어서 기능:스트레스완화, 주원료:생선/해산물 주원료:기타 형태:분말 급여방법:사료,간식에 섞어서 기능:영양공급 기능:관절강화 기능:면역력강화 주성분:글루코사민 주성분:상어연골 주성분:초록잎홍합 주성분:보스웰리아, 주원료:과일/야채 주원료:기타 형태:분말 급여방법:바로 급여 급여방법:사료,간식에 섞어서 기능:피모관리 기능:면역력강화 기능:항산화 주성분:비타민E, 형태:분말 급여방법:사료,간식에 섞어서 기능:면역력강화 기능:항산화 주성분:비타민E, 형태:분말 급여방법:바로 급여 급여방법:사료,간식에 섞어서 기능:영양공급 기능:피모관리 기능:면역력강화 기능:눈건강 기능:항산화 주성분:비타민A 주성분:비타민E, 형태:분말 급여방법:바로 급여 급여방법:사료,간식에 섞어서 기능:영양공급 기능:소화개선, 형태:분말 급여방법:바로 급여 급여방법:사료,간식에 섞어서 기능:영양공급 기능:피모관리 기능:면역력강화 기능:항산화 주성분:콜라겐 주성분:비타민C 주성분:히알루론산 100g"
B002-00287-00044,최소연령:기타 종류:아기주스 용량:100g :10개 100g
B002-00287-00045,최소연령:기타 종류:아기주스 특징:유기농 용량:100ml :10개 100ml
